Date,Time,TOTAL PEOPLE IN
2016-09-16,7:07:00,21
2016-09-16,7:07:00,21
2016-09-16,7:09:00,20
2016-09-16,7:09:00,20
2016-09-16,7:10:00,20
2016-09-16,7:11:00,20
2016-09-16,7:11:00,21
2016-09-16,7:11:00,21
2016-09-16,7:11:00,21
2016-09-16,7:11:00,21
2016-09-16,7:11:00,22
2016-09-16,7:12:00,22
2016-09-16,7:12:00,23
2016-09-16,7:13:00,23
2016-09-16,7:13:00,24
2016-09-16,7:15:00,24
2016-09-16,7:16:00,25
2016-09-16,7:16:00,26
2016-09-16,7:16:00,26
2016-09-16,7:16:00,26
2016-09-16,7:16:00,26
2016-09-16,7:16:00,27
2016-09-16,7:17:00,27
2016-09-16,7:17:00,27
2016-09-16,7:17:00,27
2016-09-16,7:18:00,27
2016-09-16,7:18:00,27
2016-09-16,7:18:00,28
2016-09-16,7:18:00,29
2016-09-16,7:19:00,29
2016-09-16,7:19:00,29
2016-09-16,7:19:00,30
2016-09-16,7:20:00,30
2016-09-16,7:20:00,31
2016-09-16,7:22:00,31
2016-09-16,7:22:00,32
2016-09-16,7:22:00,32
2016-09-16,7:22:00,33
2016-09-16,7:23:00,33
2016-09-16,7:23:00,34
2016-09-16,7:24:00,34
2016-09-16,7:24:00,35
2016-09-16,7:25:00,36
2016-09-16,7:25:00,36
2016-09-16,7:26:00,36
2016-09-16,7:26:00,36
2016-09-16,7:26:00,37
2016-09-16,7:26:00,38
2016-09-16,7:26:00,38
2016-09-16,7:26:00,39
2016-09-16,7:27:00,39
2016-09-16,7:27:00,40
2016-09-16,7:27:00,40
2016-09-16,7:27:00,41
2016-09-16,7:28:00,41
2016-09-16,7:29:00,41
2016-09-16,7:29:00,41
2016-09-16,7:29:00,42
2016-09-16,7:30:00,42
2016-09-16,7:30:00,42
2016-09-16,7:30:00,43
2016-09-16,7:30:00,44
2016-09-16,7:32:00,44
2016-09-16,7:32:00,44
2016-09-16,7:32:00,44
2016-09-16,7:32:00,45
2016-09-16,7:32:00,46
2016-09-16,7:32:00,46
2016-09-16,7:33:00,46
2016-09-16,7:33:00,47
2016-09-16,7:33:00,47
2016-09-16,7:33:00,47
2016-09-16,7:33:00,48
2016-09-16,7:34:00,48
2016-09-16,7:34:00,49
2016-09-16,7:34:00,49
2016-09-16,7:35:00,49
2016-09-16,7:35:00,50
2016-09-16,7:35:00,50
2016-09-16,7:35:00,51
2016-09-16,7:35:00,52
2016-09-16,7:35:00,53
2016-09-16,7:36:00,53
2016-09-16,7:36:00,53
2016-09-16,7:37:00,54
2016-09-16,7:37:00,54
2016-09-16,7:37:00,54
2016-09-16,7:37:00,55
2016-09-16,7:37:00,55
2016-09-16,7:37:00,55
2016-09-16,7:37:00,55
2016-09-16,7:38:00,55
2016-09-16,7:38:00,55
2016-09-16,7:38:00,56
2016-09-16,7:38:00,56
2016-09-16,7:39:00,56
2016-09-16,7:39:00,56
2016-09-16,7:39:00,56
2016-09-16,7:39:00,57
2016-09-16,7:39:00,57
2016-09-16,7:40:00,57
2016-09-16,7:40:00,57
2016-09-16,7:40:00,57
2016-09-16,7:40:00,58
2016-09-16,7:40:00,58
2016-09-16,7:41:00,59
2016-09-16,7:41:00,59
2016-09-16,7:42:00,59
2016-09-16,7:42:00,60
2016-09-16,7:43:00,60
2016-09-16,7:43:00,60
2016-09-16,7:43:00,60
2016-09-16,7:44:00,60
2016-09-16,7:45:00,60
2016-09-16,7:45:00,60
2016-09-16,7:45:00,61
2016-09-16,7:45:00,62
2016-09-16,7:46:00,62
2016-09-16,7:46:00,62
2016-09-16,7:46:00,62
2016-09-16,7:46:00,63
2016-09-16,7:46:00,63
2016-09-16,7:46:00,63
2016-09-16,7:46:00,64
2016-09-16,7:46:00,64
2016-09-16,7:46:00,64
2016-09-16,7:46:00,64
2016-09-16,7:47:00,65
2016-09-16,7:47:00,65
2016-09-16,7:47:00,65
2016-09-16,7:47:00,66
2016-09-16,7:48:00,66
2016-09-16,7:48:00,67
2016-09-16,7:48:00,67
2016-09-16,7:48:00,68
2016-09-16,7:49:00,68
2016-09-16,7:50:00,68
2016-09-16,7:50:00,68
2016-09-16,7:50:00,68
2016-09-16,7:50:00,68
2016-09-16,7:50:00,69
2016-09-16,7:50:00,70
2016-09-16,7:50:00,71
2016-09-16,7:51:00,72
2016-09-16,7:51:00,73
2016-09-16,7:51:00,73
2016-09-16,7:51:00,73
2016-09-16,7:51:00,74
2016-09-16,7:52:00,74
2016-09-16,7:52:00,75
2016-09-16,7:52:00,75
2016-09-16,7:53:00,75
2016-09-16,7:53:00,76
2016-09-16,7:53:00,76
2016-09-16,7:53:00,77
2016-09-16,7:54:00,76
2016-09-16,7:54:00,76
2016-09-16,7:55:00,76
2016-09-16,7:55:00,76
2016-09-16,7:55:00,76
2016-09-16,7:55:00,77
2016-09-16,7:56:00,77
2016-09-16,7:56:00,78
2016-09-16,7:57:00,78
2016-09-16,7:57:00,79
2016-09-16,7:57:00,79
2016-09-16,7:57:00,79
2016-09-16,7:57:00,79
2016-09-16,7:58:00,80
2016-09-16,7:58:00,80
2016-09-16,7:58:00,80
2016-09-16,7:58:00,81
2016-09-16,7:58:00,81
2016-09-16,7:58:00,81
2016-09-16,7:58:00,82
2016-09-16,7:58:00,83
2016-09-16,7:58:00,83
2016-09-16,7:58:00,83
2016-09-16,7:58:00,83
2016-09-16,7:58:00,84
2016-09-16,7:58:00,85
2016-09-16,7:58:00,86
2016-09-16,7:59:00,86
2016-09-16,7:59:00,87
2016-09-16,7:59:00,88
2016-09-16,7:59:00,88
2016-09-16,7:59:00,88
2016-09-16,8:00:00,88
2016-09-16,8:00:00,89
2016-09-16,8:00:00,89
2016-09-16,8:00:00,89
2016-09-16,8:00:00,89
2016-09-16,8:00:00,89
2016-09-16,8:00:00,90
2016-09-16,8:01:00,90
2016-09-16,8:01:00,90
2016-09-16,8:01:00,90
2016-09-16,8:01:00,90
2016-09-16,8:01:00,90
2016-09-16,8:01:00,90
2016-09-16,8:01:00,91
2016-09-16,8:01:00,91
2016-09-16,8:01:00,91
2016-09-16,8:01:00,91
2016-09-16,8:02:00,92
2016-09-16,8:02:00,92
2016-09-16,8:02:00,92
2016-09-16,8:02:00,93
2016-09-16,8:02:00,93
2016-09-16,8:04:00,93
2016-09-16,8:04:00,94
2016-09-16,8:04:00,95
2016-09-16,8:05:00,95
2016-09-16,8:05:00,95
2016-09-16,8:05:00,95
2016-09-16,8:06:00,95
2016-09-16,8:06:00,96
2016-09-16,8:06:00,96
2016-09-16,8:06:00,96
2016-09-16,8:07:00,96
2016-09-16,8:07:00,96
2016-09-16,8:07:00,96
2016-09-16,8:07:00,96
2016-09-16,8:08:00,96
2016-09-16,8:08:00,96
2016-09-16,8:09:00,96
2016-09-16,8:09:00,97
2016-09-16,8:10:00,97
2016-09-16,8:10:00,98
2016-09-16,8:10:00,98
2016-09-16,8:10:00,99
2016-09-16,8:11:00,99
2016-09-16,8:11:00,99
2016-09-16,8:11:00,99
2016-09-16,8:11:00,100
2016-09-16,8:11:00,101
2016-09-16,8:11:00,102
2016-09-16,8:12:00,102
2016-09-16,8:13:00,102
2016-09-16,8:13:00,103
2016-09-16,8:14:00,103
2016-09-16,8:14:00,103
2016-09-16,8:15:00,104
2016-09-16,8:15:00,105
2016-09-16,8:15:00,105
2016-09-16,8:15:00,106
2016-09-16,8:15:00,107
2016-09-16,8:17:00,107
2016-09-16,8:17:00,107
2016-09-16,8:17:00,107
2016-09-16,8:17:00,108
2016-09-16,8:18:00,109
2016-09-16,8:18:00,109
2016-09-16,8:18:00,110
2016-09-16,8:18:00,110
2016-09-16,8:18:00,110
2016-09-16,8:18:00,111
2016-09-16,8:18:00,111
2016-09-16,8:18:00,111
2016-09-16,8:18:00,112
2016-09-16,8:19:00,113
2016-09-16,8:20:00,113
2016-09-16,8:21:00,113
2016-09-16,8:22:00,113
2016-09-16,8:22:00,113
2016-09-16,8:23:00,113
2016-09-16,8:23:00,113
2016-09-16,8:24:00,113
2016-09-16,8:24:00,113
2016-09-16,8:24:00,113
2016-09-16,8:25:00,114
2016-09-16,8:25:00,114
2016-09-16,8:25:00,114
2016-09-16,8:25:00,114
2016-09-16,8:25:00,115
2016-09-16,8:26:00,115
2016-09-16,8:26:00,115
2016-09-16,8:26:00,115
2016-09-16,8:26:00,115
2016-09-16,8:27:00,116
2016-09-16,8:27:00,116
2016-09-16,8:27:00,116
2016-09-16,8:27:00,116
2016-09-16,8:27:00,117
2016-09-16,8:27:00,118
2016-09-16,8:27:00,119
2016-09-16,8:28:00,119
2016-09-16,8:29:00,119
2016-09-16,8:29:00,119
2016-09-16,8:29:00,119
2016-09-16,8:29:00,119
2016-09-16,8:29:00,119
2016-09-16,8:29:00,120
2016-09-16,8:29:00,120
2016-09-16,8:29:00,121
2016-09-16,8:29:00,122
2016-09-16,8:31:00,122
2016-09-16,8:31:00,122
2016-09-16,8:31:00,123
2016-09-16,8:31:00,123
2016-09-16,8:32:00,123
2016-09-16,8:33:00,123
2016-09-16,8:33:00,123
2016-09-16,8:33:00,123
2016-09-16,8:34:00,123
2016-09-16,8:35:00,123
2016-09-16,8:35:00,124
2016-09-16,8:35:00,124
2016-09-16,8:36:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:37:00,124
2016-09-16,8:38:00,124
2016-09-16,8:38:00,124
2016-09-16,8:38:00,124
2016-09-16,8:38:00,125
2016-09-16,8:38:00,125
2016-09-16,8:39:00,125
2016-09-16,8:39:00,125
2016-09-16,8:39:00,125
2016-09-16,8:39:00,125
2016-09-16,8:39:00,126
2016-09-16,8:39:00,126
2016-09-16,8:39:00,126
2016-09-16,8:39:00,127
2016-09-16,8:40:00,127
2016-09-16,8:40:00,128
2016-09-16,8:41:00,128
2016-09-16,8:41:00,129
2016-09-16,8:41:00,129
2016-09-16,8:41:00,130
2016-09-16,8:41:00,130
2016-09-16,8:41:00,130
2016-09-16,8:42:00,130
2016-09-16,8:42:00,130
2016-09-16,8:42:00,131
2016-09-16,8:42:00,132
2016-09-16,8:42:00,133
2016-09-16,8:43:00,133
2016-09-16,8:43:00,134
2016-09-16,8:43:00,134
2016-09-16,8:43:00,135
2016-09-16,8:43:00,136
2016-09-16,8:44:00,136
2016-09-16,8:44:00,136
2016-09-16,8:44:00,136
2016-09-16,8:45:00,136
2016-09-16,8:45:00,136
2016-09-16,8:46:00,136
2016-09-16,8:46:00,136
2016-09-16,8:46:00,136
2016-09-16,8:47:00,137
2016-09-16,8:47:00,137
2016-09-16,8:48:00,137
2016-09-16,8:48:00,137
2016-09-16,8:48:00,137
2016-09-16,8:48:00,137
2016-09-16,8:48:00,137
2016-09-16,8:50:00,137
2016-09-16,8:50:00,137
2016-09-16,8:50:00,137
2016-09-16,8:50:00,137
2016-09-16,8:50:00,137
2016-09-16,8:50:00,138
2016-09-16,8:50:00,139
2016-09-16,8:50:00,140
2016-09-16,8:50:00,140
2016-09-16,8:51:00,140
2016-09-16,8:51:00,140
2016-09-16,8:51:00,140
2016-09-16,8:51:00,140
2016-09-16,8:51:00,140
2016-09-16,8:51:00,140
2016-09-16,8:52:00,140
2016-09-16,8:52:00,140
2016-09-16,8:52:00,140
2016-09-16,8:53:00,140
2016-09-16,8:53:00,140
2016-09-16,8:53:00,141
2016-09-16,8:53:00,142
2016-09-16,8:53:00,142
2016-09-16,8:54:00,142
2016-09-16,8:54:00,142
2016-09-16,8:54:00,142
2016-09-16,8:54:00,142
2016-09-16,8:55:00,142
2016-09-16,8:55:00,142
2016-09-16,8:56:00,142
2016-09-16,8:56:00,143
2016-09-16,8:56:00,143
2016-09-16,8:56:00,144
2016-09-16,8:56:00,145
2016-09-16,8:56:00,145
2016-09-16,8:56:00,145
2016-09-16,8:57:00,145
2016-09-16,8:57:00,145
2016-09-16,8:57:00,145
2016-09-16,8:57:00,146
2016-09-16,8:57:00,146
2016-09-16,8:57:00,146
2016-09-16,8:57:00,146
2016-09-16,8:57:00,146
2016-09-16,8:57:00,146
2016-09-16,8:58:00,146
2016-09-16,8:58:00,147
2016-09-16,8:58:00,147
2016-09-16,8:58:00,148
2016-09-16,8:58:00,148
2016-09-16,8:58:00,148
2016-09-16,8:59:00,148
2016-09-16,8:59:00,148
2016-09-16,8:59:00,148
2016-09-16,8:59:00,148
2016-09-16,8:59:00,148
2016-09-16,8:59:00,148
2016-09-16,8:59:00,148
2016-09-16,9:01:00,148
2016-09-16,9:01:00,149
2016-09-16,9:01:00,149
2016-09-16,9:01:00,149
2016-09-16,9:02:00,150
2016-09-16,9:02:00,150
2016-09-16,9:02:00,150
2016-09-16,9:03:00,150
2016-09-16,9:02:00,151
2016-09-16,9:03:00,151
2016-09-16,9:04:00,151
2016-09-16,9:05:00,152
2016-09-16,9:05:00,152
2016-09-16,9:06:00,152
2016-09-16,9:06:00,152
2016-09-16,9:06:00,153
2016-09-16,9:07:00,153
2016-09-16,9:07:00,154
2016-09-16,9:07:00,155
2016-09-16,9:08:00,155
2016-09-16,9:08:00,155
2016-09-16,9:09:00,155
2016-09-16,9:09:00,155
2016-09-16,9:10:00,155
2016-09-16,9:11:00,155
2016-09-16,9:11:00,156
2016-09-16,9:11:00,156
2016-09-16,9:11:00,157
2016-09-16,9:11:00,157
2016-09-16,9:12:00,157
2016-09-16,9:12:00,156
2016-09-16,9:12:00,156
2016-09-16,9:12:00,156
2016-09-16,9:13:00,156
2016-09-16,9:14:00,156
2016-09-16,9:14:00,157
2016-09-16,9:16:00,157
2016-09-16,9:16:00,157
2016-09-16,9:16:00,157
2016-09-16,9:16:00,158
2016-09-16,9:17:00,158
2016-09-16,9:17:00,158
2016-09-16,9:17:00,158
2016-09-16,9:17:00,159
2016-09-16,9:18:00,158
2016-09-16,9:18:00,158
2016-09-16,9:19:00,158
2016-09-16,9:19:00,158
2016-09-16,9:19:00,158
2016-09-16,9:19:00,158
2016-09-16,9:20:00,158
2016-09-16,9:20:00,158
2016-09-16,9:20:00,158
2016-09-16,9:20:00,158
2016-09-16,9:21:00,158
2016-09-16,9:21:00,158
2016-09-16,9:22:00,158
2016-09-16,9:22:00,158
2016-09-16,9:22:00,158
2016-09-16,9:23:00,158
2016-09-16,9:24:00,159
2016-09-16,9:25:00,159
2016-09-16,9:25:00,160
2016-09-16,9:25:00,160
2016-09-16,9:26:00,160
2016-09-16,9:26:00,160
2016-09-16,9:26:00,160
2016-09-16,9:27:00,160
2016-09-16,9:28:00,160
2016-09-16,9:30:00,160
2016-09-16,9:33:00,160
2016-09-16,9:33:00,160
2016-09-16,9:33:00,161
2016-09-16,9:35:00,161
2016-09-16,9:35:00,161
2016-09-16,9:35:00,161
2016-09-16,9:35:00,161
2016-09-16,9:36:00,161
2016-09-16,9:36:00,161
2016-09-16,9:37:00,162
2016-09-16,9:37:00,162
2016-09-16,9:38:00,162
2016-09-16,9:38:00,162
2016-09-16,9:38:00,163
2016-09-16,9:38:00,163
2016-09-16,9:40:00,163
2016-09-16,9:40:00,163
2016-09-16,9:40:00,164
2016-09-16,9:41:00,164
2016-09-16,9:41:00,164
2016-09-16,9:41:00,164
2016-09-16,9:42:00,164
2016-09-16,9:43:00,164
2016-09-16,9:44:00,164
2016-09-16,9:46:00,164
2016-09-16,9:47:00,164
2016-09-16,9:47:00,164
2016-09-16,9:47:00,165
2016-09-16,9:47:00,165
2016-09-16,9:49:00,165
2016-09-16,9:49:00,165
2016-09-16,9:49:00,165
2016-09-16,9:49:00,166
2016-09-16,9:49:00,166
2016-09-16,9:50:00,166
2016-09-16,9:51:00,167
2016-09-16,9:53:00,167
2016-09-16,9:53:00,167
2016-09-16,9:54:00,167
2016-09-16,9:55:00,167
2016-09-16,9:55:00,167
2016-09-16,9:55:00,167
2016-09-16,9:56:00,168
2016-09-16,9:56:00,168
2016-09-16,9:57:00,168
2016-09-16,9:57:00,168
2016-09-16,9:58:00,168
2016-09-16,9:59:00,168
2016-09-16,10:00:00,168
2016-09-16,10:01:00,168
2016-09-16,10:01:00,168
2016-09-16,10:02:00,168
2016-09-16,10:02:00,169
2016-09-16,10:02:00,169
2016-09-16,10:02:00,169
2016-09-16,10:03:00,169
2016-09-16,10:03:00,169
2016-09-16,10:04:00,169
2016-09-16,10:04:00,170
2016-09-16,10:05:00,170
2016-09-16,10:05:00,170
2016-09-16,10:05:00,170
2016-09-16,10:05:00,171
2016-09-16,10:05:00,171
2016-09-16,10:05:00,172
2016-09-16,10:06:00,172
2016-09-16,10:06:00,172
2016-09-16,10:07:00,172
2016-09-16,10:08:00,172
2016-09-16,10:08:00,172
2016-09-16,10:09:00,173
2016-09-16,10:10:00,173
2016-09-16,10:10:00,173
2016-09-16,10:10:00,173
2016-09-16,10:10:00,173
2016-09-16,10:11:00,173
2016-09-16,10:12:00,173
2016-09-16,10:12:00,173
2016-09-16,10:12:00,173
2016-09-16,10:12:00,173
2016-09-16,10:13:00,173
2016-09-16,10:13:00,173
2016-09-16,10:13:00,173
2016-09-16,10:14:00,173
2016-09-16,10:15:00,173
2016-09-16,10:14:00,173
2016-09-16,10:18:00,173
2016-09-16,10:18:00,174
2016-09-16,10:17:00,175
2016-09-16,10:19:00,175
2016-09-16,10:19:00,176
2016-09-16,10:21:00,176
2016-09-16,10:22:00,176
2016-09-16,10:23:00,176
2016-09-16,10:23:00,176
2016-09-16,10:23:00,176
2016-09-16,10:23:00,176
2016-09-16,10:23:00,176
2016-09-16,10:24:00,176
2016-09-16,10:24:00,176
2016-09-16,10:25:00,176
2016-09-16,10:25:00,176
2016-09-16,10:26:00,176
2016-09-16,10:26:00,176
2016-09-16,10:26:00,176
2016-09-16,10:27:00,175
2016-09-16,10:27:00,174
2016-09-16,10:27:00,174
2016-09-16,10:27:00,173
2016-09-16,10:27:00,173
2016-09-16,10:27:00,173
2016-09-16,10:27:00,174
2016-09-16,10:28:00,174
2016-09-16,10:28:00,174
2016-09-16,10:29:00,174
2016-09-16,10:29:00,174
2016-09-16,10:30:00,174
2016-09-16,10:30:00,174
2016-09-16,10:30:00,174
2016-09-16,10:31:00,174
2016-09-16,10:31:00,174
2016-09-16,10:33:00,174
2016-09-16,10:34:00,173
2016-09-16,10:34:00,173
2016-09-16,10:34:00,173
2016-09-16,10:35:00,173
2016-09-16,10:35:00,174
2016-09-16,10:35:00,174
2016-09-16,10:35:00,174
2016-09-16,10:36:00,174
2016-09-16,10:36:00,174
2016-09-16,10:36:00,174
2016-09-16,10:38:00,174
2016-09-16,10:38:00,174
2016-09-16,10:38:00,174
2016-09-16,10:39:00,174
2016-09-16,10:40:00,173
2016-09-16,10:40:00,173
2016-09-16,10:40:00,174
2016-09-16,10:42:00,174
2016-09-16,10:42:00,173
2016-09-16,10:42:00,172
2016-09-16,10:42:00,171
2016-09-16,10:42:00,171
2016-09-16,10:42:00,170
2016-09-16,10:43:00,170
2016-09-16,10:43:00,170
2016-09-16,10:43:00,170
2016-09-16,10:44:00,171
2016-09-16,10:44:00,171
2016-09-16,10:44:00,172
2016-09-16,10:45:00,172
2016-09-16,10:48:00,172
2016-09-16,10:48:00,172
2016-09-16,10:48:00,173
2016-09-16,10:48:00,173
2016-09-16,10:48:00,173
2016-09-16,10:48:00,173
2016-09-16,10:49:00,174
2016-09-16,10:48:00,174
2016-09-16,10:49:00,174
2016-09-16,10:49:00,173
2016-09-16,10:49:00,174
2016-09-16,10:49:00,174
2016-09-16,10:49:00,174
2016-09-16,10:50:00,174
2016-09-16,10:50:00,175
2016-09-16,10:50:00,174
2016-09-16,10:50:00,174
2016-09-16,10:51:00,174
2016-09-16,10:51:00,174
2016-09-16,10:51:00,174
2016-09-16,10:52:00,174
2016-09-16,10:52:00,174
2016-09-16,10:53:00,174
2016-09-16,10:53:00,174
2016-09-16,10:53:00,174
2016-09-16,10:53:00,174
2016-09-16,10:54:00,174
2016-09-16,10:54:00,174
2016-09-16,10:54:00,175
2016-09-16,10:55:00,175
2016-09-16,10:55:00,176
2016-09-16,10:56:00,176
2016-09-16,10:56:00,176
2016-09-16,10:57:00,176
2016-09-16,10:58:00,176
2016-09-16,10:58:00,176
2016-09-16,10:58:00,176
2016-09-16,10:59:00,176
2016-09-16,10:59:00,177
2016-09-16,10:59:00,177
2016-09-16,11:00:00,177
2016-09-16,11:00:00,177
2016-09-16,11:00:00,177
2016-09-16,11:00:00,177
2016-09-16,11:00:00,177
2016-09-16,11:00:00,177
2016-09-16,11:01:00,177
2016-09-16,11:01:00,178
2016-09-16,11:01:00,178
2016-09-16,11:01:00,178
2016-09-16,11:01:00,178
2016-09-16,11:01:00,179
2016-09-16,11:02:00,180
2016-09-16,11:02:00,181
2016-09-16,11:02:00,181
2016-09-16,11:02:00,181
2016-09-16,11:03:00,180
2016-09-16,11:03:00,180
2016-09-16,11:04:00,179
2016-09-16,11:04:00,178
2016-09-16,11:05:00,177
2016-09-16,11:05:00,176
2016-09-16,11:05:00,176
2016-09-16,11:05:00,176
2016-09-16,11:06:00,176
2016-09-16,11:06:00,177
2016-09-16,11:07:00,177
2016-09-16,11:07:00,178
2016-09-16,11:07:00,178
2016-09-16,11:07:00,178
2016-09-16,11:07:00,179
2016-09-16,11:07:00,179
2016-09-16,11:08:00,180
2016-09-16,11:08:00,179
2016-09-16,11:10:00,179
2016-09-16,11:10:00,180
2016-09-16,11:10:00,181
2016-09-16,11:10:00,181
2016-09-16,11:10:00,181
2016-09-16,11:10:00,182
2016-09-16,11:10:00,183
2016-09-16,11:10:00,183
2016-09-16,11:10:00,184
2016-09-16,11:10:00,184
2016-09-16,11:11:00,185
2016-09-16,11:11:00,185
2016-09-16,11:11:00,186
2016-09-16,11:11:00,186
2016-09-16,11:12:00,186
2016-09-16,11:12:00,187
2016-09-16,11:12:00,188
2016-09-16,11:12:00,188
2016-09-16,11:12:00,189
2016-09-16,11:13:00,189
2016-09-16,11:13:00,189
2016-09-16,11:13:00,189
2016-09-16,11:13:00,190
2016-09-16,11:13:00,190
2016-09-16,11:14:00,190
2016-09-16,11:15:00,189
2016-09-16,11:15:00,188
2016-09-16,11:15:00,187
2016-09-16,11:15:00,186
2016-09-16,11:15:00,185
2016-09-16,11:15:00,184
2016-09-16,11:15:00,184
2016-09-16,11:17:00,184
2016-09-16,11:17:00,184
2016-09-16,11:17:00,185
2016-09-16,11:17:00,185
2016-09-16,11:17:00,185
2016-09-16,11:17:00,186
2016-09-16,11:17:00,187
2016-09-16,11:19:00,186
2016-09-16,11:19:00,187
2016-09-16,11:19:00,187
2016-09-16,11:20:00,187
2016-09-16,11:20:00,188
2016-09-16,11:20:00,188
2016-09-16,11:20:00,188
2016-09-16,11:21:00,188
2016-09-16,11:21:00,188
2016-09-16,11:21:00,188
2016-09-16,11:21:00,188
2016-09-16,11:22:00,188
2016-09-16,11:22:00,188
2016-09-16,11:23:00,188
2016-09-16,11:23:00,189
2016-09-16,11:23:00,189
2016-09-16,11:23:00,189
2016-09-16,11:23:00,190
2016-09-16,11:23:00,190
2016-09-16,11:23:00,190
2016-09-16,11:23:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:24:00,189
2016-09-16,11:25:00,189
2016-09-16,11:25:00,189
2016-09-16,11:25:00,189
2016-09-16,11:25:00,189
2016-09-16,11:26:00,189
2016-09-16,11:26:00,189
2016-09-16,11:26:00,189
2016-09-16,11:27:00,189
2016-09-16,11:27:00,189
2016-09-16,11:27:00,189
2016-09-16,11:28:00,189
2016-09-16,11:28:00,189
2016-09-16,11:28:00,190
2016-09-16,11:28:00,190
2016-09-16,11:28:00,191
2016-09-16,11:29:00,191
2016-09-16,11:30:00,191
2016-09-16,11:31:00,191
2016-09-16,11:31:00,191
2016-09-16,11:31:00,192
2016-09-16,11:31:00,193
2016-09-16,11:32:00,193
2016-09-16,11:32:00,193
2016-09-16,11:33:00,193
2016-09-16,11:33:00,193
2016-09-16,11:33:00,192
2016-09-16,11:33:00,193
2016-09-16,11:33:00,193
2016-09-16,11:33:00,194
2016-09-16,11:33:00,194
2016-09-16,11:34:00,194
2016-09-16,11:33:00,194
2016-09-16,11:34:00,195
2016-09-16,11:34:00,195
2016-09-16,11:34:00,195
2016-09-16,11:35:00,195
2016-09-16,11:35:00,195
2016-09-16,11:35:00,195
2016-09-16,11:35:00,195
2016-09-16,11:35:00,196
2016-09-16,11:35:00,196
2016-09-16,11:36:00,195
2016-09-16,11:36:00,195
2016-09-16,11:36:00,195
2016-09-16,11:38:00,195
2016-09-16,11:38:00,195
2016-09-16,11:39:00,195
2016-09-16,11:39:00,195
2016-09-16,11:39:00,196
2016-09-16,11:39:00,196
2016-09-16,11:40:00,196
2016-09-16,11:40:00,196
2016-09-16,11:40:00,197
2016-09-16,11:42:00,197
2016-09-16,11:42:00,196
2016-09-16,11:42:00,196
2016-09-16,11:42:00,195
2016-09-16,11:42:00,195
2016-09-16,11:43:00,195
2016-09-16,11:43:00,195
2016-09-16,11:43:00,195
2016-09-16,11:44:00,194
2016-09-16,11:44:00,194
2016-09-16,11:44:00,194
2016-09-16,11:44:00,195
2016-09-16,11:44:00,196
2016-09-16,11:45:00,196
2016-09-16,11:45:00,197
2016-09-16,11:45:00,198
2016-09-16,11:45:00,199
2016-09-16,11:45:00,200
2016-09-16,11:45:00,200
2016-09-16,11:46:00,200
2016-09-16,11:46:00,200
2016-09-16,11:47:00,200
2016-09-16,11:48:00,200
2016-09-16,11:49:00,200
2016-09-16,11:50:00,200
2016-09-16,11:50:00,200
2016-09-16,11:51:00,200
2016-09-16,11:51:00,200
2016-09-16,11:51:00,200
2016-09-16,11:52:00,200
2016-09-16,11:52:00,201
2016-09-16,11:52:00,202
2016-09-16,11:53:00,202
2016-09-16,11:54:00,202
2016-09-16,11:54:00,203
2016-09-16,11:54:00,203
2016-09-16,11:55:00,203
2016-09-16,11:55:00,204
2016-09-16,11:55:00,204
2016-09-16,11:55:00,204
2016-09-16,11:56:00,204
2016-09-16,11:56:00,204
2016-09-16,11:56:00,204
2016-09-16,11:56:00,204
2016-09-16,11:56:00,205
2016-09-16,11:56:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:57:00,205
2016-09-16,11:58:00,205
2016-09-16,11:58:00,206
2016-09-16,11:58:00,206
2016-09-16,11:58:00,206
2016-09-16,11:58:00,206
2016-09-16,11:58:00,206
2016-09-16,11:59:00,206
2016-09-16,11:59:00,205
2016-09-16,11:59:00,205
2016-09-16,12:00:00,205
2016-09-16,11:59:00,206
2016-09-16,12:00:00,206
2016-09-16,12:00:00,206
2016-09-16,12:00:00,206
2016-09-16,12:00:00,206
2016-09-16,12:01:00,206
2016-09-16,12:01:00,206
2016-09-16,12:02:00,206
2016-09-16,12:02:00,206
2016-09-16,12:02:00,206
2016-09-16,12:02:00,206
2016-09-16,12:02:00,207
2016-09-16,12:02:00,207
2016-09-16,12:03:00,207
2016-09-16,12:04:00,207
2016-09-16,12:04:00,208
2016-09-16,12:04:00,208
2016-09-16,12:04:00,208
2016-09-16,12:04:00,208
2016-09-16,12:04:00,208
2016-09-16,12:04:00,208
2016-09-16,12:05:00,208
2016-09-16,12:05:00,208
2016-09-16,12:05:00,208
2016-09-16,12:06:00,208
